,Open,High,Low,Close
2022-11-23,0.96004,0.96305,0.95710,0.96004
2022-11-22,0.96983,0.97105,0.96320,0.96983
2022-11-21,0.97602,0.97624,0.97180,0.97602
2022-11-20,0.96797,0.97780,0.96775,0.96797
2022-11-17,0.96509,0.96824,0.96192,0.96509
2022-11-16,0.96200,0.96998,0.96101,0.96200
2022-11-15,0.96545,0.96745,0.95810,0.96545
2022-11-14,0.96906,0.96957,0.95461,0.96906
2022-11-13,0.96819,0.97337,0.96616,0.96819
2022-11-10,0.98114,0.98365,0.96727,0.98114
2022-11-09,0.99805,1.00626,0.98203,0.99805
2022-11-08,0.99198,0.99875,0.99120,0.99198
2022-11-07,0.99814,1.00240,0.99067,0.99814
2022-11-06,1.00717,1.00812,0.99950,1.00717
2022-11-03,1.02568,1.02580,1.00622,1.02568
2022-11-02,1.01891,1.02762,1.01630,1.01891
2022-11-01,1.01236,1.01342,1.00872,1.01236
2022-10-31,1.01150,1.01398,1.00486,1.01150
2022-10-30,1.00452,1.01281,1.00320,1.00452
2022-10-27,1.00323,1.00690,1.00010,1.00323
2022-10-26,0.99089,1.00236,0.99060,0.99089
2022-10-25,1.00364,1.00557,0.99201,1.00364
2022-10-24,1.01148,1.01500,1.00247,1.01148
2022-10-23,1.01419,1.01948,1.01116,1.01419
2022-10-20,1.02261,1.03015,1.01451,1.02261
2022-10-19,1.02391,1.02506,1.01573,1.02391
2022-10-18,1.01380,1.02457,1.01348,1.01380
2022-10-17,1.01560,1.01889,1.01280,1.01560
2022-10-16,1.02676,1.02833,1.01553,1.02676
2022-10-13,1.02550,1.02992,1.02001,1.02550
2022-10-12,1.03008,1.03778,1.02092,1.03008
2022-10-11,1.03091,1.03416,1.02743,1.03091
2022-10-10,1.02986,1.03370,1.02479,1.02986
2022-10-09,1.02722,1.03279,1.02540,1.02722
2022-10-06,1.02155,1.02757,1.01874,1.02155
2022-10-05,1.00898,1.02152,1.00742,1.00898
2022-10-04,1.00157,1.01673,1.00058,1.00157
2022-10-03,1.01708,1.01971,1.00199,1.01708
2022-10-02,1.02117,1.02526,1.01582,1.02117
2022-09-29,1.01734,1.02711,1.01523,1.01734
2022-09-28,1.03006,1.03753,1.02173,1.03006
2022-09-27,1.04208,1.04820,1.03239,1.04208
2022-09-26,1.03910,1.04226,1.03412,1.03910
2022-09-25,1.03200,1.04359,1.03094,1.03200
2022-09-22,1.01610,1.03051,1.01500,1.01610
2022-09-21,1.01722,1.01926,1.00947,1.01722
2022-09-20,1.00293,1.01326,1.00260,1.00293
2022-09-19,0.99705,1.00431,0.99500,0.99705
2022-09-18,0.99777,1.00333,0.99720,0.99777
2022-09-15,1.00117,1.00545,0.99645,1.00117
2022-09-14,1.00160,1.00427,0.99821,1.00160
2022-09-13,1.00180,1.00365,0.99773,1.00180
2022-09-12,0.98721,1.00042,0.98160,0.98721
2022-09-11,0.99291,0.99357,0.98070,0.99291
2022-09-08,0.99880,0.99907,0.98890,0.99880
2022-09-07,1.00043,1.00670,0.99710,1.00043
2022-09-06,1.01031,1.01237,1.00450,1.01031
2022-09-05,1.00480,1.01367,1.00147,1.00480
2022-09-04,1.00914,1.01206,1.00568,1.00914
2022-09-01,1.00479,1.00490,0.99668,1.00479
2022-08-31,0.99611,1.00833,0.99544,0.99611
2022-08-30,0.99750,1.00284,0.99232,0.99750
2022-08-29,0.99860,1.00166,0.99480,0.99860
2022-08-28,1.00617,1.00858,0.99690,1.00617
2022-08-25,1.00288,1.00530,0.99125,1.00288
2022-08-24,1.00310,1.00434,0.99695,1.00310
2022-08-23,1.00332,1.00888,1.00018,1.00332
2022-08-22,1.00609,1.00978,0.99810,1.00609
2022-08-21,0.99649,1.00728,0.99520,0.99649
2022-08-18,0.99109,0.99639,0.98890,0.99109
2022-08-17,0.98230,0.98881,0.98100,0.98230
2022-08-16,0.98322,0.98541,0.98060,0.98322
2022-08-15,0.98406,0.98781,0.98093,0.98406
2022-08-14,0.97500,0.98210,0.97398,0.97500
2022-08-11,0.96930,0.97660,0.96830,0.96930
2022-08-10,0.97080,0.97311,0.96470,0.97080
2022-08-09,0.97961,0.98010,0.96440,0.97961
2022-08-08,0.98062,0.98143,0.97590,0.98062
2022-08-07,0.98320,0.98425,0.97830,0.98320
2022-08-04,0.97582,0.98584,0.97570,0.97582
2022-08-03,0.98448,0.98464,0.97728,0.98448
2022-08-02,0.98467,0.98783,0.97966,0.98467
2022-08-01,0.97453,0.98196,0.97152,0.97453
2022-07-31,0.97960,0.97947,0.97300,0.97960
2022-07-28,0.98113,0.98536,0.97525,0.98113
2022-07-27,0.97950,0.98856,0.97722,0.97950
2022-07-26,0.98721,0.98937,0.98310,0.98721
2022-07-25,0.97800,0.98873,0.97570,0.97800
2022-07-24,0.98037,0.98226,0.97500,0.98037
2022-07-21,0.97837,0.98678,0.97512,0.97837
2022-07-20,0.98205,0.98395,0.97320,0.98205
2022-07-19,0.97739,0.98271,0.97353,0.97739
2022-07-18,0.98569,0.98759,0.97388,0.98569
2022-07-17,0.99046,0.99183,0.98050,0.99046
2022-07-14,0.99744,0.99894,0.99030,0.99744
2022-07-13,0.99674,1.00466,0.99510,0.99674
2022-07-12,0.99670,1.00011,0.98851,0.99670
2022-07-11,0.99527,0.99989,0.99267,0.99527
2022-07-10,0.98366,0.99460,0.98350,0.98366
2022-07-07,0.98330,0.99209,0.98125,0.98330
2022-07-06,0.98170,0.98490,0.97855,0.98170
2022-07-05,0.97488,0.98404,0.97334,0.97488
2022-07-04,0.95848,0.97682,0.95707,0.95848
2022-07-03,0.95841,0.95987,0.95570,0.95841
2022-06-30,0.95441,0.96433,0.95439,0.95441
2022-06-29,0.95725,0.96303,0.95431,0.95725
2022-06-28,0.95025,0.95529,0.94910,0.95025
2022-06-27,0.94510,0.95186,0.94295,0.94510
2022-06-26,0.94642,0.94779,0.94213,0.94642
2022-06-23,0.95056,0.95114,0.94615,0.95056
2022-06-22,0.94660,0.95379,0.94512,0.94660
2022-06-21,0.94943,0.95494,0.94314,0.94943
2022-06-20,0.95050,0.95109,0.94501,0.95050
2022-06-19,0.95316,0.95362,0.94830,0.95316
2022-06-16,0.94815,0.95734,0.94771,0.94815
2022-06-15,0.95637,0.96315,0.94964,0.95637
2022-06-14,0.95780,0.96281,0.95173,0.95780
2022-06-13,0.96014,0.96170,0.95398,0.96014
2022-06-12,0.95329,0.95978,0.95260,0.95329
2022-06-09,0.94169,0.95168,0.93966,0.94169
2022-06-08,0.93304,0.93922,0.92850,0.93304
2022-06-07,0.93470,0.93692,0.93038,0.93470
2022-06-06,0.93533,0.93872,0.93380,0.93533
2022-06-05,0.93231,0.93580,0.93000,0.93231
2022-06-02,0.93014,0.93400,0.92890,0.93014
2022-06-01,0.93860,0.93935,0.93123,0.93860
2022-05-31,0.93161,0.94058,0.93139,0.93161
2022-05-30,0.92820,0.93614,0.92808,0.92820
2022-05-29,0.93184,0.93219,0.92720,0.93184
2022-05-26,0.93171,0.93475,0.92893,0.93171
2022-05-25,0.93575,0.93769,0.93208,0.93575
2022-05-24,0.93140,0.93949,0.93140,0.93140
2022-05-23,0.93615,0.93791,0.93055,0.93615
2022-05-22,0.94609,0.94619,0.93543,0.94609
2022-05-19,0.94527,0.94867,0.94350,0.94527
2022-05-18,0.95486,0.95547,0.94357,0.95486
2022-05-17,0.94806,0.95307,0.94660,0.94806
2022-05-16,0.95795,0.95855,0.94753,0.95795
2022-05-15,0.96148,0.96234,0.95804,0.96148
2022-05-12,0.96343,0.96600,0.95975,0.96343
2022-05-11,0.95125,0.96399,0.94969,0.95125
2022-05-10,0.94940,0.95174,0.94557,0.94940
2022-05-09,0.94645,0.94991,0.94466,0.94645
2022-05-08,0.94947,0.95269,0.94588,0.94947
2022-05-05,0.94879,0.95371,0.94354,0.94879
2022-05-04,0.94140,0.95196,0.93985,0.94140
2022-05-03,0.94980,0.95179,0.94640,0.94980
2022-05-02,0.95156,0.95289,0.94539,0.95156
2022-05-01,0.94913,0.95202,0.94628,0.94913
2022-04-28,0.95200,0.95189,0.94425,0.95200
2022-04-27,0.94741,0.95485,0.94677,0.94741
2022-04-26,0.93953,0.95087,0.93840,0.93953
2022-04-25,0.93334,0.93944,0.93120,0.93334
2022-04-24,0.92498,0.93455,0.92488,0.92498
2022-04-21,0.92292,0.92826,0.92130,0.92292
2022-04-20,0.92167,0.92384,0.91452,0.92167
2022-04-19,0.92640,0.92723,0.92020,0.92640
2022-04-18,0.92749,0.92920,0.92489,0.92749
2022-04-17,0.92462,0.92733,0.92457,0.92462
2022-04-14,0.92413,0.92603,0.92392,0.92413
2022-04-13,0.91772,0.92949,0.91553,0.91772
2022-04-12,0.92369,0.92504,0.91964,0.92369
2022-04-11,0.91929,0.92150,0.91710,0.91929
2022-04-10,0.91870,0.91957,0.91468,0.91870
2022-04-07,0.92040,0.92277,0.91811,0.92040
2022-04-06,0.91758,0.92020,0.91449,0.91758
2022-04-05,0.91689,0.91948,0.91429,0.91689
2022-04-04,0.91109,0.91564,0.90980,0.91109
2022-04-03,0.90520,0.91067,0.90440,0.90520
2022-03-31,0.90315,0.90664,0.90290,0.90315
2022-03-30,0.89591,0.90302,0.89421,0.89591
2022-03-29,0.90159,0.90179,0.89526,0.90159
2022-03-28,0.90960,0.91154,0.89796,0.90960
2022-03-27,0.91059,0.91363,0.90936,0.91059
2022-03-24,0.90835,0.91050,0.90590,0.90830
2022-03-23,0.90857,0.91158,0.90799,0.90857
2022-03-22,0.90661,0.91193,0.90563,0.90664
2022-03-21,0.90774,0.91228,0.90533,0.90767
2022-03-20,0.90562,0.90694,0.90361,0.90554
2022-03-17,0.90099,0.90865,0.89945,0.90094
2022-03-16,0.90724,0.90734,0.90005,0.90728
2022-03-15,0.91180,0.91276,0.90590,0.91163
2022-03-14,0.91363,0.91412,0.90758,0.91381
2022-03-13,0.91470,0.91722,0.91017,0.91474
2022-03-10,0.90809,0.91452,0.90564,0.90794
2022-03-09,0.90307,0.91057,0.89959,0.90303
2022-03-08,0.91736,0.91761,0.90162,0.91758
2022-03-07,0.92000,0.92156,0.91557,0.92036
2022-03-06,0.91963,0.92519,0.91485,0.91958
2022-03-03,0.90340,0.91827,0.90340,0.90360
2022-03-02,0.89980,0.90581,0.89960,0.89990
2022-03-01,0.89839,0.90428,0.89751,0.89825
2022-02-28,0.89169,0.90073,0.89030,0.89159
2022-02-27,0.89437,0.89741,0.88932,0.89437
2022-02-24,0.89359,0.89541,0.88762,0.89360
2022-02-23,0.88449,0.90005,0.88449,0.88451
2022-02-22,0.88257,0.88438,0.88030,0.88268
2022-02-21,0.88420,0.88581,0.87999,0.88420
2022-02-20,0.88360,0.88385,0.87830,0.88361
2022-02-17,0.87998,0.88372,0.87899,0.87978
2022-02-16,0.87925,0.88280,0.87820,0.87910
2022-02-15,0.88062,0.88141,0.87772,0.88053
2022-02-14,0.88448,0.88450,0.87960,0.88446
2022-02-13,0.87983,0.88552,0.87959,0.87989
2022-02-10,0.87629,0.87941,0.87573,0.87600
2022-02-09,0.87556,0.87867,0.87000,0.87554
2022-02-08,0.87557,0.87694,0.87359,0.87556
2022-02-07,0.87406,0.87742,0.87330,0.87390
2022-02-06,0.87301,0.87591,0.87260,0.87297
2022-02-03,0.87450,0.87616,0.87080,0.87445
2022-02-02,0.88496,0.88715,0.87331,0.88496
2022-02-01,0.88707,0.88755,0.88266,0.88700
2022-01-31,0.89054,0.89110,0.88660,0.89050
2022-01-30,0.89675,0.89726,0.89151,0.89667
2022-01-27,0.89717,0.89901,0.89525,0.89710
2022-01-26,0.88950,0.89819,0.88930,0.88940
2022-01-25,0.88468,0.88715,0.88390,0.88460
2022-01-24,0.88309,0.88756,0.88300,0.88307
2022-01-23,0.88176,0.88563,0.88176,0.88172
2022-01-20,0.88375,0.88478,0.88020,0.88388
2022-01-19,0.88156,0.88260,0.87959,0.88157
2022-01-18,0.88261,0.88343,0.88053,0.88264
2022-01-17,0.87620,0.88264,0.87540,0.87638
2022-01-16,0.87626,0.87772,0.87454,0.87637
2022-01-13,0.87286,0.87642,0.87080,0.87282
2022-01-12,0.87414,0.87440,0.87115,0.87400
2022-01-11,0.87950,0.88061,0.87466,0.87978
2022-01-10,0.88240,0.88374,0.87958,0.88258
2022-01-09,0.88079,0.88587,0.88030,0.88075
2022-01-06,0.88528,0.88570,0.88030,0.88520
2022-01-05,0.88400,0.88609,0.88256,0.88390
2022-01-04,0.88610,0.88671,0.88140,0.88624
2022-01-03,0.88480,0.88704,0.88316,0.88478
2022-01-02,0.87921,0.88610,0.87905,0.87924
2021-12-30,0.88314,0.88456,0.87880,0.88300
2021-12-29,0.88030,0.88490,0.88030,0.88027
2021-12-28,0.88391,0.88689,0.87951,0.88380
2021-12-27,0.88263,0.88571,0.88214,0.88261
2021-12-26,0.88309,0.88463,0.88222,0.88306
2021-12-23,0.88303,0.88430,0.88150,0.88282
2021-12-22,0.88260,0.88562,0.88140,0.88270
2021-12-21,0.88570,0.88768,0.88168,0.88593
2021-12-20,0.88678,0.88796,0.88470,0.88672
2021-12-19,0.88948,0.88989,0.88460,0.88940
2021-12-16,0.88219,0.88744,0.88113,0.88229
2021-12-15,0.88550,0.88636,0.88000,0.88568
2021-12-14,0.88820,0.88895,0.88668,0.88800
2021-12-13,0.88626,0.88758,0.88280,0.88610
2021-12-12,0.88408,0.88782,0.88370,0.88403
2021-12-09,0.88542,0.88752,0.88319,0.88548
2021-12-08,0.88152,0.88657,0.88140,0.88140
2021-12-07,0.88707,0.88734,0.88191,0.88680
2021-12-06,0.88617,0.89037,0.88500,0.88600
2021-12-05,0.88475,0.88739,0.88417,0.88458
2021-12-02,0.88442,0.88752,0.88247,0.88447
2021-12-01,0.88342,0.88481,0.88120,0.88343
2021-11-30,0.88261,0.88463,0.88040,0.88259
2021-11-29,0.88546,0.88920,0.87860,0.88547
2021-11-28,0.88565,0.88819,0.88511,0.88549
2021-11-25,0.89214,0.89222,0.88324,0.89209
2021-11-24,0.89230,0.89254,0.89040,0.89262
2021-11-23,0.88937,0.89383,0.88853,0.88929
2021-11-22,0.88940,0.89070,0.88704,0.88951
2021-11-21,0.88686,0.88982,0.88570,0.88686
2021-11-18,0.87950,0.88870,0.87950,0.87963
2021-11-17,0.88354,0.88378,0.88030,0.88330
2021-11-16,0.88369,0.88727,0.88230,0.88330
2021-11-15,0.87971,0.88256,0.87819,0.87978
2021-11-14,0.87395,0.87589,0.87228,0.87400
2021-11-11,0.87353,0.87458,0.87261,0.87330
2021-11-10,0.87065,0.87299,0.87020,0.87063
2021-11-09,0.86254,0.86855,0.86220,0.86240
2021-11-08,0.86291,0.86429,0.86140,0.86270
2021-11-07,0.86442,0.86567,0.86240,0.86439
2021-11-04,0.86530,0.86850,0.86470,0.86540
2021-11-03,0.86090,0.86736,0.86080,0.86090
2021-11-02,0.86350,0.86478,0.86214,0.86360
2021-11-01,0.86194,0.86362,0.86096,0.86210
2021-10-31,0.86510,0.86605,0.86257,0.86530
2021-10-28,0.85589,0.86605,0.85530,0.85590
2021-10-27,0.86215,0.86332,0.85520,0.86206
2021-10-26,0.86220,0.86316,0.86026,0.86220
2021-10-25,0.86120,0.86312,0.85992,0.86120
2021-10-24,0.85901,0.86257,0.85700,0.85910
2021-10-21,0.86015,0.86041,0.85807,0.86019
2021-10-20,0.85819,0.85961,0.85690,0.85800
2021-10-19,0.85956,0.86073,0.85807,0.85970
2021-10-18,0.86099,0.86099,0.85690,0.86104
2021-10-17,0.86237,0.86408,0.86117,0.86229
2021-10-14,0.86276,0.86290,0.86060,0.86270
2021-10-13,0.86210,0.86321,0.86021,0.86210
2021-10-12,0.86723,0.86726,0.86363,0.86700
2021-10-11,0.86558,0.86701,0.86430,0.86552
2021-10-10,0.86461,0.86558,0.86300,0.86460
2021-10-07,0.86511,0.86636,0.86328,0.86507
2021-10-06,0.86540,0.86585,0.86420,0.86540
2021-10-05,0.86243,0.86729,0.86210,0.86236
2021-10-04,0.86084,0.86333,0.86040,0.86070
2021-10-03,0.86153,0.86292,0.85910,0.86153
2021-09-30,0.86399,0.86476,0.86140,0.86397
2021-09-29,0.86190,0.86430,0.86120,0.86195
2021-09-28,0.85566,0.86132,0.85529,0.85570
2021-09-27,0.85499,0.85690,0.85426,0.85494
2021-09-26,0.85309,0.85568,0.85266,0.85302
2021-09-23,0.85166,0.85458,0.85120,0.85177
2021-09-22,0.85551,0.85586,0.85099,0.85560
2021-09-21,0.85280,0.85345,0.85146,0.85303
2021-09-20,0.85283,0.85354,0.85114,0.85250
2021-09-19,0.85260,0.85466,0.85200,0.85252
2021-09-16,0.84999,0.85254,0.84820,0.84980
2021-09-15,0.84607,0.85094,0.84580,0.84602
2021-09-14,0.84720,0.84739,0.84509,0.84710
2021-09-13,0.84669,0.84731,0.84410,0.84660
2021-09-12,0.84656,0.84957,0.84620,0.84660
2021-09-09,0.84577,0.84607,0.84367,0.84560
2021-09-08,0.84600,0.84702,0.84450,0.84609
2021-09-07,0.84420,0.84723,0.84360,0.84434
2021-09-06,0.84218,0.84472,0.84120,0.84210
2021-09-05,0.84133,0.84338,0.84130,0.84133
2021-09-02,0.84216,0.84259,0.83980,0.84200
2021-09-01,0.84443,0.84497,0.84230,0.84453
2021-08-31,0.84660,0.84781,0.84317,0.84672
2021-08-30,0.84750,0.84771,0.84420,0.84768
2021-08-29,0.84746,0.84857,0.84660,0.84753
2021-08-26,0.85085,0.85208,0.84720,0.85060
2021-08-25,0.84940,0.85122,0.84880,0.84930
2021-08-24,0.85070,0.85262,0.85030,0.85084
2021-08-23,0.85130,0.85265,0.84999,0.85146
2021-08-22,0.85472,0.85502,0.85155,0.85488
2021-08-19,0.85640,0.85727,0.85536,0.85641
2021-08-18,0.85442,0.85699,0.85420,0.85446
2021-08-17,0.85400,0.85493,0.85244,0.85399
2021-08-16,0.84890,0.85393,0.84860,0.84890
2021-08-15,0.84772,0.84976,0.84720,0.84784
2021-08-12,0.85207,0.85244,0.84724,0.85206
2021-08-11,0.85164,0.85287,0.85099,0.85165
2021-08-10,0.85326,0.85423,0.85129,0.85300
2021-08-09,0.85186,0.85392,0.85150,0.85190
2021-08-08,0.85100,0.85166,0.84950,0.85110
2021-08-05,0.84508,0.85060,0.84490,0.84490
2021-08-04,0.84460,0.84532,0.84324,0.84478
2021-08-03,0.84252,0.84500,0.84020,0.84250
2021-08-02,0.84211,0.84348,0.84062,0.84213
2021-08-01,0.84279,0.84320,0.84041,0.84267
2021-07-29,0.84090,0.84349,0.83956,0.84083
2021-07-28,0.84411,0.84447,0.84090,0.84417
2021-07-27,0.84585,0.84848,0.84530,0.84580
2021-07-26,0.84700,0.84949,0.84480,0.84690
2021-07-25,0.84940,0.85001,0.84620,0.84937
2021-07-22,0.84936,0.85063,0.84850,0.84942
2021-07-21,0.84780,0.84986,0.84532,0.84798
2021-07-20,0.84850,0.85080,0.84726,0.84860
2021-07-19,0.84800,0.85055,0.84717,0.84790
2021-07-18,0.84663,0.85003,0.84579,0.84645
2021-07-15,0.84652,0.84789,0.84581,0.84661
2021-07-14,0.84507,0.84703,0.84380,0.84507
2021-07-13,0.84930,0.84943,0.84545,0.84923
2021-07-12,0.84282,0.84793,0.84190,0.84280
2021-07-11,0.84220,0.84483,0.84160,0.84225
2021-07-08,0.84410,0.84565,0.84213,0.84402
2021-07-07,0.84792,0.84859,0.84272,0.84793
2021-07-06,0.84600,0.84872,0.84450,0.84570
2021-07-05,0.84306,0.84638,0.84060,0.84290
2021-07-04,0.84346,0.84374,0.84161,0.84344
2021-07-01,0.84409,0.84607,0.84310,0.84415
2021-06-30,0.84350,0.84473,0.84147,0.84340
2021-06-29,0.84034,0.84418,0.83960,0.84020
2021-06-28,0.83820,0.84172,0.83820,0.83830
2021-06-27,0.83737,0.84001,0.83710,0.83737
2021-06-24,0.83837,0.83837,0.83511,0.83820
2021-06-23,0.83811,0.83893,0.83635,0.83800
2021-06-22,0.83770,0.83922,0.83542,0.83775
2021-06-21,0.83952,0.84158,0.83910,0.83945
2021-06-20,0.84253,0.84397,0.83889,0.84220
2021-06-17,0.83940,0.84380,0.83840,0.83939
2021-06-16,0.83390,0.83984,0.83280,0.83364
2021-06-15,0.82471,0.82574,0.82406,0.82460
2021-06-14,0.82480,0.82625,0.82310,0.82493
2021-06-13,0.82571,0.82677,0.82430,0.82575
2021-06-10,0.82148,0.82679,0.82001,0.82152
2021-06-09,0.82120,0.82336,0.82020,0.82088
2021-06-08,0.82157,0.82157,0.81840,0.82150
2021-06-07,0.82037,0.82192,0.81990,0.82010
2021-06-06,0.82198,0.82338,0.81954,0.82180
2021-06-03,0.82438,0.82607,0.82050,0.82420
2021-06-02,0.81890,0.82502,0.81860,0.81901
2021-06-01,0.81846,0.82198,0.81770,0.81848
2021-05-31,0.81739,0.81869,0.81605,0.81747
2021-05-30,0.82034,0.82074,0.81740,0.82034
2021-05-27,0.82016,0.82417,0.81960,0.82013
2021-05-26,0.82032,0.82131,0.81853,0.82017
2021-05-25,0.81640,0.81967,0.81533,0.81639
2021-05-24,0.81870,0.81884,0.81520,0.81869
2021-05-23,0.82094,0.82130,0.81770,0.82080
2021-05-20,0.81780,0.82144,0.81686,0.81797
2021-05-19,0.82150,0.82163,0.81773,0.82150
2021-05-18,0.81790,0.82022,0.81646,0.81806
2021-05-17,0.82269,0.82277,0.81750,0.82258
2021-05-16,0.82321,0.82457,0.82169,0.82302
2021-05-13,0.82780,0.82840,0.82320,0.82800
2021-05-12,0.82803,0.82966,0.82600,0.82792
2021-05-11,0.82335,0.82863,0.82300,0.82342
2021-05-10,0.82358,0.82471,0.82104,0.82366
2021-05-09,0.82186,0.82390,0.82120,0.82162
2021-05-06,0.82878,0.82964,0.82200,0.82860
2021-05-05,0.83270,0.83375,0.82850,0.83278
2021-05-04,0.83220,0.83422,0.83130,0.83229
2021-05-03,0.82920,0.83333,0.82898,0.82910
2021-05-02,0.83150,0.83230,0.82795,0.83141
2021-04-29,0.82475,0.83162,0.82450,0.82460
2021-04-28,0.82401,0.82616,0.82290,0.82400
2021-04-27,0.82723,0.82935,0.82630,0.82711
2021-04-26,0.82787,0.82933,0.82700,0.82770
2021-04-25,0.82716,0.82893,0.82520,0.82714
2021-04-22,0.83209,0.83237,0.82795,0.83231
2021-04-21,0.83069,0.83306,0.82850,0.83072
2021-04-20,0.83108,0.83333,0.83020,0.83109
2021-04-19,0.83030,0.83134,0.82770,0.83020
2021-04-18,0.83554,0.83728,0.83000,0.83546
2021-04-15,0.83537,0.83676,0.83370,0.83530
2021-04-14,0.83456,0.83627,0.83381,0.83430
2021-04-13,0.83630,0.83669,0.83459,0.83653
2021-04-12,0.83948,0.84145,0.83660,0.83930
2021-04-11,0.84059,0.84222,0.83890,0.84030
2021-04-08,0.83923,0.84256,0.83870,0.83923
2021-04-07,0.84232,0.84304,0.83929,0.84220
2021-04-06,0.84207,0.84279,0.83930,0.84216
2021-04-05,0.84609,0.84771,0.84350,0.84610
2021-04-04,0.84988,0.85183,0.84630,0.84975
2021-04-01,0.84906,0.85096,0.84839,0.84890
2021-03-31,0.85259,0.85362,0.84920,0.85260
2021-03-30,0.85300,0.85437,0.85044,0.85298
2021-03-29,0.84968,0.85374,0.84920,0.84954
2021-03-28,0.84835,0.85021,0.84792,0.84832
2021-03-25,0.84918,0.84943,0.84717,0.84914
2021-03-24,0.84647,0.84924,0.84530,0.84652
2021-03-23,0.84451,0.84650,0.84380,0.84458
2021-03-22,0.83799,0.84286,0.83730,0.83801
2021-03-21,0.84143,0.84203,0.83770,0.84153
2021-03-18,0.83909,0.84211,0.83770,0.83905
2021-03-17,0.83468,0.83962,0.83396,0.83453
2021-03-16,0.84019,0.84121,0.83907,0.84022
2021-03-15,0.83841,0.84144,0.83661,0.83852
2021-03-14,0.83674,0.83950,0.83574,0.83682
2021-03-11,0.83461,0.83959,0.83400,0.83430
2021-03-10,0.83840,0.83913,0.83488,0.83850
2021-03-09,0.84057,0.84246,0.83857,0.84048
2021-03-08,0.84374,0.84487,0.83921,0.84376
2021-03-07,0.83860,0.84400,0.83807,0.83853
2021-03-04,0.83552,0.84048,0.83552,0.83558
2021-03-03,0.82999,0.83160,0.82891,0.82983
2021-03-02,0.82747,0.83024,0.82573,0.82744
2021-03-01,0.82994,0.83375,0.82779,0.82980
2021-02-28,0.82707,0.83126,0.82634,0.82716
2021-02-25,0.82236,0.82701,0.82085,0.82234
2021-02-24,0.82173,0.82260,0.81689,0.82160
2021-02-23,0.82291,0.82568,0.82142,0.82290
2021-02-22,0.82190,0.82394,0.82110,0.82191
2021-02-21,0.82478,0.82698,0.82270,0.82465
2021-02-18,0.82701,0.82761,0.82320,0.82700
2021-02-17,0.83016,0.83082,0.82720,0.83001
2021-02-16,0.82723,0.83156,0.82656,0.82696
2021-02-15,0.82424,0.82673,0.82163,0.82425
2021-02-14,0.82501,0.82526,0.82325,0.82494
2021-02-11,0.82440,0.82754,0.82400,0.82430
2021-02-10,0.82512,0.82547,0.82298,0.82500
2021-02-09,0.82529,0.82575,0.82347,0.82508
2021-02-08,0.82970,0.82986,0.82544,0.82963
2021-02-07,0.82992,0.83185,0.82860,0.82996
2021-02-04,0.83560,0.83657,0.83058,0.83565
2021-02-03,0.83044,0.83562,0.83030,0.83040
2021-02-02,0.83063,0.83299,0.82988,0.83063
2021-02-01,0.82866,0.83206,0.82727,0.82859
2021-01-31,0.82489,0.82856,0.82399,0.82482
2021-01-28,0.82499,0.82672,0.82257,0.82508
2021-01-27,0.82612,0.82765,0.82345,0.82610
2021-01-26,0.82215,0.82905,0.82160,0.82217
2021-01-25,0.82350,0.82587,0.82135,0.82330
2021-01-24,0.82179,0.82527,0.82061,0.82173
2021-01-21,0.82195,0.82291,0.82048,0.82194
2021-01-20,0.82540,0.82577,0.82156,0.82538
2021-01-19,0.82376,0.82797,0.82237,0.82380
2021-01-18,0.82792,0.82792,0.82339,0.82800
2021-01-17,0.82869,0.82950,0.82739,0.82863
2021-01-14,0.82284,0.82749,0.82220,0.82296
2021-01-13,0.82225,0.82555,0.82150,0.82220
2021-01-12,0.81905,0.82268,0.81800,0.81907
2021-01-11,0.82226,0.82380,0.82112,0.82232
2021-01-10,0.82049,0.82408,0.81970,0.82060
2021-01-07,0.81508,0.81867,0.81419,0.81490
2021-01-06,0.81052,0.81655,0.81000,0.81030
2021-01-05,0.81310,0.81520,0.80970,0.81299
2021-01-04,0.81613,0.81633,0.81335,0.81622
2021-01-03,0.81639,0.82160,0.81235,0.81628
2020-12-31,0.82150,0.82406,0.81853,0.82100
2020-12-30,0.81307,0.81813,0.81238,0.81302
2020-12-29,0.81611,0.81619,0.81243,0.81613
2020-12-28,0.81833,0.81833,0.81460,0.81810
2020-12-27,0.81920,0.82078,0.81619,0.81933
2020-12-24,0.82070,0.82190,0.81880,0.82070
2020-12-23,0.82008,0.82106,0.81850,0.82025
2020-12-22,0.82062,0.82252,0.81837,0.82057
2020-12-21,0.81710,0.82196,0.81573,0.81720
2020-12-20,0.81896,0.82435,0.81735,0.81859
2020-12-17,0.81553,0.81785,0.81510,0.81548
2020-12-16,0.81987,0.82018,0.81546,0.81970
2020-12-15,0.82279,0.82325,0.81880,0.82275
2020-12-14,0.82313,0.82461,0.82193,0.82312
2020-12-13,0.82416,0.82525,0.82142,0.82417
2020-12-10,0.82349,0.82591,0.82210,0.82343
2020-12-09,0.82770,0.82779,0.82250,0.82790
2020-12-08,0.82577,0.82823,0.82311,0.82570
2020-12-07,0.82580,0.82664,0.82412,0.82555
2020-12-06,0.82504,0.82776,0.82213,0.82499
2020-12-03,0.82336,0.82415,0.82117,0.82334
2020-12-02,0.82553,0.82628,0.82135,0.82545
2020-12-01,0.82851,0.83051,0.82594,0.82820
2020-11-30,0.83768,0.83780,0.82963,0.83765
